račun,naučenost,čas,count,score
49:7,0.00,0.00,0,700
56:7,0.00,0.00,0,700
63:7,0.00,0.00,0,700
70:7,0.00,0.00,0,700
8:8,0.00,0.00,0,700
16:8,0.00,0.00,0,700
24:8,0.00,0.00,0,700
32:8,0.00,0.00,0,700
40:8,0.00,0.00,0,700
48:8,0.00,0.00,0,700
56:8,0.00,0.00,0,700
64:8,0.00,0.00,0,700
72:8,0.00,0.00,0,700
80:8,0.00,0.00,0,700
9:9,0.00,0.00,0,700
18:9,0.00,0.00,0,700
27:9,0.00,0.00,0,700
36:9,0.00,0.00,0,700
45:9,0.00,0.00,0,700
54:9,0.00,0.00,0,700
63:9,0.00,0.00,0,700
72:9,0.00,0.00,0,700
81:9,0.00,0.00,0,700
90:9,0.00,0.00,0,700
10:10,5.84,5635.66,7,700
20:10,4.86,3599.13,6,700
30:10,4.81,6381.63,6,700
40:10,4.56,3424.40,5,700
50:10,4.88,1538.62,4,700
60:10,5.37,1515.92,4,700
70:10,6.29,1553.14,5,700
80:10,6.20,2272.44,5,700
90:10,6.03,3866.17,7,700
100:10,5.81,4198.51,6,700
1*1,0.00,0.00,0,800
1*2,0.00,0.00,0,800
1*3,0.00,0.00,0,800
1*4,0.00,0.00,0,800
1*5,0.00,0.00,0,800
1*6,0.00,0.00,0,800
1*7,0.00,0.00,0,800
1*8,0.00,0.00,0,800
1*9,0.00,0.00,0,800
1*10,0.00,0.00,0,800
2*1,5.08,3563.04,6,800
2*2,5.38,2856.57,6,800
2*3,5.74,4273.34,9,800
2*4,5.12,7987.44,8,800
2*5,6.75,2035.62,6,800
2*6,5.90,3506.81,8,800
2*7,5.46,5110.58,8,800
2*8,6.27,4319.41,9,800
2*9,5.79,4056.27,7,800
2*10,7.07,1332.38,5,800
3*1,5.98,3108.81,6,800
3*2,5.52,2968.14,7,800
3*3,6.50,6397.84,17,800
3*4,4.83,4608.71,6,800
3*5,5.61,9336.83,10,800
3*6,4.98,10041.40,21,800
3*7,5.69,7810.02,9,800
3*8,4.88,6225.05,9,800
3*9,5.02,10049.97,9,800
3*10,5.84,2338.98,6,800
4*1,7.26,2368.93,6,800
4*2,5.62,2064.13,6,800
4*3,6.38,2873.19,7,800
4*4,5.34,1835.74,5,800
4*5,6.04,3730.59,8,800
4*6,5.65,5716.33,9,800
4*7,5.10,4919.87,12,800
4*8,5.39,8526.71,12,800
4*9,5.07,4027.69,8,800
4*10,5.50,1598.48,5,800
5*1,5.89,1839.62,6,800
5*2,4.76,1993.72,5,800
5*3,6.62,4931.50,9,800
5*4,5.83,3324.82,6,800
5*5,5.15,2720.36,6,800
5*6,6.23,4967.45,9,800
5*7,4.91,6752.85,10,800
5*8,5.27,4752.65,8,800
5*9,5.41,4034.08,8,800
5*10,5.83,2083.18,6,800
6*1,5.37,20371.38,4,800
6*2,4.75,6754.87,6,800
6*3,5.25,8169.48,9,800
6*4,5.53,5751.05,8,800
6*5,5.74,3984.23,6,800
6*6,5.88,3207.81,6,800
6*7,5.03,5353.52,7,800
6*8,5.03,7277.14,7,800
6*9,5.42,4046.44,6,800
6*10,6.55,2494.25,5,800
7*1,0.00,0.00,0,800
7*2,0.00,0.00,0,800
7*3,0.00,0.00,0,800
7*4,0.00,0.00,0,800
7*5,0.00,0.00,0,800
7*6,0.00,0.00,0,800
7*7,0.00,0.00,0,800
7*8,0.00,0.00,0,800
7*9,0.00,0.00,0,800
7*10,0.00,0.00,0,800
8*1,0.00,0.00,0,800
8*2,0.00,0.00,0,800
8*3,0.00,0.00,0,800
8*4,0.00,0.00,0,800
8*5,0.00,0.00,0,800
8*6,0.00,0.00,0,800
8*7,0.00,0.00,0,800
8*8,0.00,0.00,0,800
8*9,0.00,0.00,0,800
8*10,0.00,0.00,0,800
9*1,0.00,0.00,0,800
9*2,0.00,0.00,0,800
9*3,0.00,0.00,0,800
9*4,0.00,0.00,0,800
9*5,0.00,0.00,0,800
9*6,0.00,0.00,0,800
9*7,0.00,0.00,0,800
9*8,0.00,0.00,0,800
9*9,0.00,0.00,0,800
9*10,0.00,0.00,0,800
10*1,5.16,4991.05,6,800
10*2,6.06,2401.96,6,800
10*3,5.77,1577.03,5,800
10*4,4.60,2406.24,5,800
10*5,6.19,1468.95,5,800
10*6,5.45,2650.21,6,800
10*7,6.23,1918.55,5,800
10*8,5.02,1880.04,5,800
10*9,5.49,1883.43,5,800
10*10,5.31,866.11,3,800
1:1,0.00,0.00,0,800
2:1,0.00,0.00,0,800
3:1,0.00,0.00,0,800
4:1,0.00,0.00,0,800
5:1,0.00,0.00,0,800
6:1,0.00,0.00,0,800
7:1,0.00,0.00,0,800
8:1,0.00,0.00,0,800
9:1,0.00,0.00,0,800
10:1,0.00,0.00,0,800
2:2,5.63,3983.61,9,800
4:2,5.19,6883.96,14,800
6:2,5.21,5997.37,8,800
8:2,4.92,5333.23,8,800
10:2,5.54,4509.81,8,800
12:2,5.11,3009.17,7,800
14:2,5.76,11803.29,9,800
16:2,5.64,8389.46,10,800
18:2,5.98,6094.41,10,800
20:2,4.80,3975.82,7,800
3:3,5.51,4592.43,7,800
6:3,5.86,8473.66,11,800
9:3,5.19,7742.99,8,800
12:3,5.14,6309.93,11,800
15:3,5.28,2820.37,7,800
18:3,6.18,6454.19,16,800
21:3,5.62,4156.01,8,800
24:3,5.21,5680.73,12,800
27:3,5.97,7732.70,9,800
30:3,5.68,2916.06,7,800
4:4,4.97,4089.12,6,800
8:4,5.08,3585.21,7,800
12:4,5.89,5040.33,11,800
16:4,5.22,7937.19,8,800
20:4,4.96,5186.67,8,800
24:4,5.54,4815.82,9,800
28:4,5.65,3731.82,8,800
32:4,5.56,5413.26,11,800
36:4,5.47,3514.61,7,800
40:4,5.37,3145.98,7,800
5:5,6.26,7677.09,8,800
10:5,5.16,4388.37,9,800
15:5,5.14,2386.30,6,800
20:5,5.09,5327.81,7,800
25:5,5.97,2022.07,6,800
30:5,4.63,6289.61,9,800
35:5,1.90,6649.11,14,800
40:5,5.47,6339.06,13,800
45:5,5.59,8078.83,10,800
50:5,5.17,2433.37,6,800
6:6,6.12,2301.01,5,800
12:6,4.51,7786.64,6,800
18:6,5.08,4659.50,7,800
24:6,5.45,4001.70,6,800
30:6,5.43,6121.41,6,800
36:6,5.68,8899.76,8,800
42:6,5.73,12942.21,8,800
48:6,5.84,10190.16,13,800
54:6,5.34,2187.82,4,800
60:6,5.94,1906.74,5,800
7:7,0.00,0.00,0,800
14:7,0.00,0.00,0,800
21:7,0.00,0.00,0,800
28:7,0.00,0.00,0,800
35:7,0.00,0.00,0,800
42:7,0.00,0.00,0,800
49:7,0.00,0.00,0,800
56:7,0.00,0.00,0,800
63:7,0.00,0.00,0,800
70:7,0.00,0.00,0,800
8:8,0.00,0.00,0,800
16:8,0.00,0.00,0,800
24:8,0.00,0.00,0,800
32:8,0.00,0.00,0,800
40:8,0.00,0.00,0,800
48:8,0.00,0.00,0,800
56:8,0.00,0.00,0,800
64:8,0.00,0.00,0,800
72:8,0.00,0.00,0,800
80:8,0.00,0.00,0,800
9:9,0.00,0.00,0,800
18:9,0.00,0.00,0,800
27:9,0.00,0.00,0,800
36:9,0.00,0.00,0,800
45:9,0.00,0.00,0,800
54:9,0.00,0.00,0,800
63:9,0.00,0.00,0,800
72:9,0.00,0.00,0,800
81:9,0.00,0.00,0,800
90:9,0.00,0.00,0,800
10:10,5.38,5635.66,7,800
20:10,5.91,3415.22,7,800
30:10,5.34,6054.47,7,800
40:10,6.00,3217.66,6,800
50:10,6.55,1501.46,5,800
60:10,4.91,1515.92,4,800
70:10,5.82,1553.14,5,800
80:10,5.74,2272.44,5,800
90:10,5.57,3866.17,7,800
100:10,5.35,4198.51,6,800
1*1,0.00,0.00,0,900
1*2,0.00,0.00,0,900
1*3,0.00,0.00,0,900
1*4,0.00,0.00,0,900
1*5,0.00,0.00,0,900
1*6,0.00,0.00,0,900
1*7,0.00,0.00,0,900
1*8,0.00,0.00,0,900
1*9,0.00,0.00,0,900
1*10,0.00,0.00,0,900
2*1,6.10,3392.84,7,900
2*2,6.48,2746.11,7,900
2*3,6.29,4208.80,10,900
2*4,6.22,7364.00,9,900
2*5,6.33,2035.62,6,900
2*6,5.48,3506.81,8,900
2*7,6.16,4841.72,9,900
2*8,5.85,4319.41,9,900
2*9,5.37,4056.27,7,900
2*10,6.65,1332.38,5,900
3*1,5.56,3108.81,6,900
3*2,6.12,2955.83,8,900
3*3,6.08,6397.84,17,900
3*4,5.72,4352.84,7,900
3*5,6.64,8588.65,11,900
3*6,6.23,9333.79,23,900
3*7,6.16,7557.62,10,900
3*8,5.63,8754.94,13,900
3*9,6.27,9334.98,11,900
3*10,6.76,2303.88,7,900
4*1,6.83,2368.93,6,900
4*2,5.20,2064.13,6,900
4*3,5.96,2873.19,7,900
4*4,6.41,1831.57,6,900
4*5,5.62,3730.59,8,900
4*6,6.10,5701.80,10,900
4*7,5.98,7853.28,16,900
4*8,4.97,8526.71,12,900
4*9,5.70,3886.53,9,900
4*10,6.57,1618.13,6,900
5*1,5.47,1839.62,6,900
5*2,6.35,3002.35,7,900
5*3,6.20,4931.50,9,900
5*4,5.41,3324.82,6,900
5*5,6.14,2637.92,7,900
5*6,5.80,4967.45,9,900
5*7,6.26,6453.00,12,900
5*8,6.15,4483.69,9,900
5*9,5.92,4072.77,9,900
5*10,5.41,2083.18,6,900
6*1,6.50,18505.74,5,900
6*2,5.91,7448.28,8,900
6*3,5.76,7787.53,10,900
6*4,5.74,6236.54,9,900
6*5,5.31,3984.23,6,900
6*6,5.46,3207.81,6,900
6*7,5.90,7231.39,10,900
6*8,5.53,7005.83,8,900
6*9,5.90,4139.40,7,900
6*10,6.13,2494.25,5,900
7*1,0.00,0.00,0,900
7*2,0.00,0.00,0,900
7*3,0.00,0.00,0,900
7*4,0.00,0.00,0,900
7*5,0.00,0.00,0,900
7*6,0.00,0.00,0,900
7*7,0.00,0.00,0,900
7*8,0.00,0.00,0,900
7*9,0.00,0.00,0,900
7*10,0.00,0.00,0,900
8*1,0.00,0.00,0,900
8*2,0.00,0.00,0,900
8*3,0.00,0.00,0,900
8*4,0.00,0.00,0,900
8*5,0.00,0.00,0,900
8*6,0.00,0.00,0,900
8*7,0.00,0.00,0,900
8*8,0.00,0.00,0,900
8*9,0.00,0.00,0,900
8*10,0.00,0.00,0,900
9*1,0.00,0.00,0,900
9*2,0.00,0.00,0,900
9*3,0.00,0.00,0,900
9*4,0.00,0.00,0,900
9*5,0.00,0.00,0,900
9*6,0.00,0.00,0,900
9*7,0.00,0.00,0,900
9*8,0.00,0.00,0,900
9*9,0.00,0.00,0,900
9*10,0.00,0.00,0,900
10*1,6.77,4616.75,7,900
10*2,5.64,2401.96,6,900
10*3,5.35,1577.03,5,900
10*4,6.03,2306.22,6,900
10*5,5.77,1468.95,5,900
10*6,7.03,2512.79,7,900
10*7,5.81,1918.55,5,900
10*8,6.62,1817.74,6,900
10*9,7.08,1821.89,6,900
10*10,5.97,1031.30,4,900
1:1,0.00,0.00,0,900
2:1,0.00,0.00,0,900
3:1,0.00,0.00,0,900
4:1,0.00,0.00,0,900
5:1,0.00,0.00,0,900
6:1,0.00,0.00,0,900
7:1,0.00,0.00,0,900
8:1,0.00,0.00,0,900
9:1,0.00,0.00,0,900
10:1,0.00,0.00,0,900
2:2,6.17,3966.25,10,900
4:2,5.66,6724.67,15,900
6:2,5.70,5872.03,9,900
8:2,5.46,7291.98,10,900
10:2,6.05,4503.43,9,900
12:2,6.14,2892.56,8,900
14:2,5.69,12223.46,10,900
16:2,6.20,7893.62,11,900
18:2,5.56,6094.41,10,900
20:2,6.36,3951.58,9,900
3:3,5.09,4592.43,7,900
6:3,5.44,8473.66,11,900
9:3,5.55,7709.29,9,900
12:3,5.69,6029.44,12,900
15:3,5.93,4541.52,9,900
18:3,5.76,6454.19,16,900
21:3,6.41,3962.01,9,900
24:3,5.86,5978.78,14,900
27:3,5.55,7732.70,9,900
30:3,6.24,2973.25,8,900
4:4,5.43,4222.81,7,900
8:4,5.65,3544.19,8,900
12:4,5.47,5040.33,11,900
16:4,5.73,7590.57,9,900
20:4,5.83,4875.10,9,900
24:4,6.44,4537.64,10,900
28:4,5.22,3731.82,8,900
32:4,6.16,5153.83,12,900
36:4,5.75,4076.15,8,900
40:4,5.91,3210.78,8,900
5:5,5.84,7677.09,8,900
10:5,5.57,4588.24,11,900
15:5,5.74,4407.46,8,900
20:5,6.24,5693.81,9,900
25:5,5.55,2022.07,6,900
30:5,5.55,5859.95,10,900
35:5,5.13,6090.79,18,900
40:5,6.04,6036.25,14,900
45:5,5.76,8396.55,11,900
50:5,6.60,2330.94,7,900
6:6,5.69,2301.01,5,900
12:6,5.53,7194.27,7,900
18:6,5.78,4433.15,8,900
24:6,5.83,5105.44,8,900
30:6,5.89,6060.67,8,900
36:6,5.26,8899.76,8,900
42:6,6.60,11854.99,9,900
48:6,6.39,9543.64,14,900
54:6,5.77,2571.74,5,900
60:6,5.52,1906.74,5,900
7:7,0.00,0.00,0,900
14:7,0.00,0.00,0,900
21:7,0.00,0.00,0,900
28:7,0.00,0.00,0,900
35:7,0.00,0.00,0,900
42:7,0.00,0.00,0,900
49:7,0.00,0.00,0,900
56:7,0.00,0.00,0,900
63:7,0.00,0.00,0,900
70:7,0.00,0.00,0,900
8:8,0.00,0.00,0,900
16:8,0.00,0.00,0,900
24:8,0.00,0.00,0,900
32:8,0.00,0.00,0,900
40:8,0.00,0.00,0,900
48:8,0.00,0.00,0,900
56:8,0.00,0.00,0,900
64:8,0.00,0.00,0,900
72:8,0.00,0.00,0,900
80:8,0.00,0.00,0,900
9:9,0.00,0.00,0,900
18:9,0.00,0.00,0,900
27:9,0.00,0.00,0,900
36:9,0.00,0.00,0,900
45:9,0.00,0.00,0,900
54:9,0.00,0.00,0,900
63:9,0.00,0.00,0,900
72:9,0.00,0.00,0,900
81:9,0.00,0.00,0,900
90:9,0.00,0.00,0,900
10:10,6.43,5253.59,8,900
20:10,5.49,3415.22,7,900
30:10,6.62,5605.52,8,900
40:10,5.58,3217.66,6,900
50:10,6.13,1501.46,5,900
60:10,5.54,1625.13,5,900
70:10,5.40,1553.14,5,900
80:10,6.30,2389.49,6,900
90:10,5.66,3759.05,8,900
100:10,5.78,4378.66,7,900
1*1,0.00,0.00,0,900
1*2,0.00,0.00,0,900
1*3,0.00,0.00,0,900
1*4,0.00,0.00,0,900
1*5,0.00,0.00,0,900
1*6,0.00,0.00,0,900
1*7,0.00,0.00,0,900
1*8,0.00,0.00,0,900
1*9,0.00,0.00,0,900
1*10,0.00,0.00,0,900
2*1,6.09,3392.84,7,900
2*2,6.48,2746.11,7,900
2*3,6.29,4208.80,10,900
2*4,6.22,7364.00,9,900
2*5,6.33,2035.62,6,900
2*6,5.47,3506.81,8,900
2*7,6.15,4841.72,9,900
2*8,5.84,4319.41,9,900
2*9,5.36,4056.27,7,900
2*10,6.64,1332.38,5,900
3*1,5.56,3108.81,6,900
3*2,6.11,2955.83,8,900
3*3,6.07,6397.84,17,900
3*4,5.71,4352.84,7,900
3*5,6.63,8588.65,11,900
3*6,6.22,9333.79,23,900
3*7,6.15,7557.62,10,900
3*8,5.63,8754.94,13,900
3*9,6.26,9334.98,11,900
3*10,6.76,2303.88,7,900
4*1,6.83,2368.93,6,900
4*2,6.05,2457.42,7,900
4*3,5.95,2873.19,7,900
4*4,6.40,1831.57,6,900
4*5,5.61,3730.59,8,900
4*6,6.10,5701.80,10,900
4*7,5.97,7853.28,16,900
4*8,4.96,8526.71,12,900
4*9,5.70,3886.53,9,900
4*10,6.57,1618.13,6,900
5*1,5.46,1839.62,6,900
5*2,6.35,3002.35,7,900
5*3,6.19,4931.50,9,900
5*4,5.41,3324.82,6,900
5*5,6.14,2637.92,7,900
5*6,5.80,4967.45,9,900
5*7,6.26,6453.00,12,900
5*8,6.14,4483.69,9,900
5*9,5.91,4072.77,9,900
5*10,5.40,2083.18,6,900
6*1,6.50,18505.74,5,900
6*2,5.90,7448.28,8,900
6*3,5.76,7787.53,10,900
6*4,5.73,6236.54,9,900
6*5,5.31,3984.23,6,900
6*6,5.46,3207.81,6,900
6*7,5.89,7231.39,10,900
6*8,5.53,7005.83,8,900
6*9,5.90,4139.40,7,900
6*10,6.13,2494.25,5,900
7*1,0.00,0.00,0,900
7*2,0.00,0.00,0,900
7*3,0.00,0.00,0,900
7*4,0.00,0.00,0,900
7*5,0.00,0.00,0,900
7*6,0.00,0.00,0,900
7*7,0.00,0.00,0,900
7*8,0.00,0.00,0,900
7*9,0.00,0.00,0,900
7*10,0.00,0.00,0,900
8*1,0.00,0.00,0,900
8*2,0.00,0.00,0,900
8*3,0.00,0.00,0,900
8*4,0.00,0.00,0,900
8*5,0.00,0.00,0,900
8*6,0.00,0.00,0,900
8*7,0.00,0.00,0,900
8*8,0.00,0.00,0,900
8*9,0.00,0.00,0,900
8*10,0.00,0.00,0,900
9*1,0.00,0.00,0,900
9*2,0.00,0.00,0,900
9*3,0.00,0.00,0,900
9*4,0.00,0.00,0,900
9*5,0.00,0.00,0,900
9*6,0.00,0.00,0,900
9*7,0.00,0.00,0,900
9*8,0.00,0.00,0,900
9*9,0.00,0.00,0,900
9*10,0.00,0.00,0,900
10*1,6.76,4616.75,7,900
10*2,5.63,2401.96,6,900
10*3,5.34,1577.03,5,900
10*4,6.03,2306.22,6,900
10*5,5.76,1468.95,5,900
10*6,7.03,2512.79,7,900
10*7,5.80,1918.55,5,900
10*8,6.61,1817.74,6,900
10*9,7.08,1821.89,6,900
10*10,5.96,1031.30,4,900
1:1,0.00,0.00,0,900
2:1,0.00,0.00,0,900
3:1,0.00,0.00,0,900
4:1,0.00,0.00,0,900
5:1,0.00,0.00,0,900
6:1,0.00,0.00,0,900
7:1,0.00,0.00,0,900
8:1,0.00,0.00,0,900
9:1,0.00,0.00,0,900
10:1,0.00,0.00,0,900
2:2,6.17,3966.25,10,900
4:2,5.65,6724.67,15,900
6:2,5.69,5872.03,9,900
8:2,5.46,7291.98,10,900
10:2,6.04,4503.43,9,900
12:2,6.14,2892.56,8,900
14:2,5.69,12223.46,10,900
16:2,6.20,7893.62,11,900
18:2,5.56,6094.41,10,900
20:2,6.35,3951.58,9,900
3:3,5.09,4592.43,7,900
6:3,5.43,8473.66,11,900
9:3,5.55,7709.29,9,900
12:3,5.69,6029.44,12,900
15:3,5.92,4541.52,9,900
18:3,5.75,6454.19,16,900
21:3,6.40,3962.01,9,900
24:3,5.86,5978.78,14,900
27:3,5.54,7732.70,9,900
30:3,6.24,2973.25,8,900
4:4,5.42,4222.81,7,900
8:4,5.65,3544.19,8,900
12:4,5.47,5040.33,11,900
16:4,5.73,7590.57,9,900
20:4,5.82,4875.10,9,900
24:4,6.43,4537.64,10,900
28:4,5.22,3731.82,8,900
32:4,6.15,5153.83,12,900
36:4,5.74,4076.15,8,900
40:4,5.91,3210.78,8,900
5:5,5.83,7677.09,8,900
10:5,5.56,4588.24,11,900
15:5,5.73,4407.46,8,900
20:5,6.23,5693.81,9,900
25:5,5.54,2022.07,6,900
30:5,5.55,5859.95,10,900
35:5,5.12,6090.79,18,900
40:5,6.04,6036.25,14,900
45:5,5.75,8396.55,11,900
50:5,6.60,2330.94,7,900
6:6,5.69,2301.01,5,900
12:6,5.52,7194.27,7,900
18:6,5.78,4433.15,8,900
24:6,5.83,5105.44,8,900
30:6,5.88,6060.67,8,900
36:6,5.81,9191.38,9,900
42:6,6.60,11854.99,9,900
48:6,6.38,9543.64,14,900
54:6,5.76,2571.74,5,900
60:6,5.51,1906.74,5,900
7:7,0.00,0.00,0,900
14:7,0.00,0.00,0,900
21:7,0.00,0.00,0,900
28:7,0.00,0.00,0,900
35:7,0.00,0.00,0,900
42:7,0.00,0.00,0,900
49:7,0.00,0.00,0,900
56:7,0.00,0.00,0,900
63:7,0.00,0.00,0,900
70:7,0.00,0.00,0,900
8:8,0.00,0.00,0,900
16:8,0.00,0.00,0,900
24:8,0.00,0.00,0,900
32:8,0.00,0.00,0,900
40:8,0.00,0.00,0,900
48:8,0.00,0.00,0,900
56:8,0.00,0.00,0,900
64:8,0.00,0.00,0,900
72:8,0.00,0.00,0,900
80:8,0.00,0.00,0,900
9:9,0.00,0.00,0,900
18:9,0.00,0.00,0,900
27:9,0.00,0.00,0,900
36:9,0.00,0.00,0,900
45:9,0.00,0.00,0,900
54:9,0.00,0.00,0,900
63:9,0.00,0.00,0,900
72:9,0.00,0.00,0,900
81:9,0.00,0.00,0,900
90:9,0.00,0.00,0,900
10:10,6.43,5253.59,8,900
20:10,4.49,3415.22,7,900
30:10,6.61,5605.52,8,900
40:10,5.58,3217.66,6,900
50:10,6.12,1501.46,5,900
60:10,5.54,1625.13,5,900
70:10,5.40,1553.14,5,900
80:10,6.30,2389.49,6,900
90:10,5.66,3759.05,8,900
100:10,5.78,4378.66,7,900
